datetime,skin_temp,air_temp,heartrate,steps,gsr,calories,act_type,sleep_type,toss_turn
2015-04-01 00:00:00,99.2,105.3,53,0,0.209,1.0,,deep,
2015-04-01 00:01:00,99.3,105.4,52,0,0.232,1.0,,deep,
2015-04-01 00:02:00,99.5,105.8,53,0,0.234,0.9,,deep,
2015-04-01 00:03:00,99.5,105.9,53,0,0.248,0.9,,deep,
2015-04-01 00:04:00,99.7,106.2,53,0,0.243,1.0,,deep,
2015-04-01 00:05:00,99.7,106.3,53,0,0.252,1.0,,deep,
2015-04-01 00:06:00,99.9,106.7,53,0,0.268,1.0,,deep,
2015-04-01 00:07:00,99.9,106.8,53,0,0.267,1.0,,deep,
2015-04-01 00:08:00,99.9,107.2,53,0,0.281,1.0,,deep,
2015-04-01 00:09:00,100.2,107.2,53,0,0.297,1.0,,deep,
2015-04-01 00:10:00,100.2,107.2,53,0,0.31,1.0,,deep,
2015-04-01 00:11:00,100.2,107.6,53,0,0.306,1.0,,deep,
2015-04-01 00:12:00,100.4,107.6,53,0,0.3,1.0,,deep,
2015-04-01 00:13:00,100.4,107.7,53,0,0.321,1.1,,deep,
2015-04-01 00:14:00,100.4,108.1,54,0,0.336,1.0,,deep,
2015-04-01 00:15:00,100.5,108.1,53,0,0.333,1.0,,deep,
2015-04-01 00:16:00,100.6,108.1,53,0,0.347,1.0,,deep,
2015-04-01 00:17:00,100.6,108.5,53,0,0.334,1.0,,deep,
2015-04-01 00:18:00,100.6,108.5,53,0,0.354,1.0,,deep,
2015-04-01 00:19:00,100.7,108.6,53,0,0.354,1.0,,deep,
2015-04-01 00:20:00,100.8,108.9,53,0,0.375,1.0,,deep,
2015-04-01 00:21:00,100.8,108.9,53,0,0.361,1.0,,deep,
2015-04-01 00:22:00,100.8,108.9,53,0,0.4,1.0,,light,
2015-04-01 00:23:00,100.8,109.0,53,0,0.401,1.0,,light,
2015-04-01 00:24:00,100.9,109.4,53,0,0.401,1.0,,light,
2015-04-01 00:25:00,101.0,109.4,52,0,0.386,1.0,,light,
2015-04-01 00:26:00,101.1,109.4,53,0,0.409,1.0,,light,
2015-04-01 00:27:00,101.1,109.2,65,0,0.402,1.3,,light,
2015-04-01 00:28:00,100.9,108.2,55,0,0.41,1.0,,rem,
2015-04-01 00:29:00,100.7,106.4,57,0,0.411,1.0,,rem,
2015-04-01 00:30:00,100.4,104.7,56,0,0.395,0.9,,rem,
2015-04-01 00:31:00,100.0,103.3,64,0,0.369,1.1,,rem,
2015-04-01 00:32:00,99.6,102.0,65,0,0.395,1.0,,rem,
2015-04-01 00:33:00,99.2,101.1,61,0,0.397,1.0,,rem,
2015-04-01 00:34:00,98.8,100.2,61,0,0.383,1.0,,rem,
2015-04-01 00:35:00,98.4,99.4,65,0,0.365,1.0,,rem,
2015-04-01 00:36:00,98.1,99.0,70,0,0.355,1.0,,rem,
2015-04-01 00:37:00,97.8,98.5,67,0,0.355,1.0,,rem,
2015-04-01 00:38:00,97.5,98.1,62,0,0.352,1.0,,rem,
2015-04-01 00:39:00,97.3,97.6,58,0,0.352,1.0,,rem,
2015-04-01 00:40:00,97.1,97.2,60,0,0.335,1.0,,rem,
2015-04-01 00:41:00,96.9,96.8,64,0,0.344,1.2,,rem,
2015-04-01 00:42:00,96.7,96.7,65,0,0.326,1.0,,rem,
