datetime,skin_temp,air_temp,heartrate,steps,gsr,calories,act_type,sleep_type,toss_turn
2015-04-02 00:00:00,94.1,92.8,56,0,5.46,1.0,,deep,
2015-04-02 00:01:00,94.1,92.8,57,0,5.4,1.0,,deep,
2015-04-02 00:02:00,94.1,92.8,56,0,5.5,1.0,,deep,
2015-04-02 00:03:00,94.3,92.8,56,0,5.54,1.0,,deep,
2015-04-02 00:04:00,94.3,93.2,55,0,5.55,1.0,,deep,
2015-04-02 00:05:00,94.3,93.2,54,0,5.56,1.0,,deep,
2015-04-02 00:06:00,94.3,93.2,54,0,5.55,1.0,,deep,
2015-04-02 00:07:00,94.3,93.2,55,0,5.53,0.9,,light,
2015-04-02 00:08:00,94.3,93.2,55,0,5.61,1.0,,light,
2015-04-02 00:09:00,94.3,93.2,54,0,5.63,1.0,,light,
2015-04-02 00:10:00,94.3,93.2,55,0,5.68,1.1,,light,
2015-04-02 00:11:00,94.3,93.2,57,0,5.76,1.0,,light,
2015-04-02 00:12:00,94.4,93.2,55,0,5.85,1.2,,light,
2015-04-02 00:13:00,94.6,93.2,57,0,5.86,1.0,,light,
2015-04-02 00:14:00,94.6,93.2,57,0,5.88,1.0,,light,
2015-04-02 00:15:00,94.6,93.2,57,0,5.86,1.0,,light,
2015-04-02 00:16:00,94.6,93.2,58,0,5.88,1.0,,light,
2015-04-02 00:17:00,94.6,93.2,59,0,5.87,0.9,,light,
2015-04-02 00:18:00,94.6,93.2,58,0,5.88,1.0,,light,
2015-04-02 00:19:00,94.6,93.2,57,0,5.91,1.0,,light,
2015-04-02 00:20:00,94.6,93.2,58,0,5.88,1.1,,light,
2015-04-02 00:21:00,94.6,93.1,57,0,5.86,1.0,,light,
2015-04-02 00:22:00,94.4,92.8,57,0,5.78,0.9,,light,
2015-04-02 00:23:00,94.3,92.8,57,0,5.82,1.0,,light,
2015-04-02 00:24:00,94.3,92.7,56,0,5.8,1.0,,light,
2015-04-02 00:25:00,94.1,92.3,57,0,5.84,1.0,,light,
2015-04-02 00:26:00,94.1,92.2,64,0,5.82,1.3,,light,toss_and_turn
2015-04-02 00:27:00,93.9,91.8,64,0,6.03,1.2,,light,
2015-04-02 00:28:00,93.9,91.4,59,0,6.08,1.0,,light,
2015-04-02 00:29:00,93.7,91.4,61,0,6.07,1.1,,light,
2015-04-02 00:30:00,93.7,91.4,59,0,6.14,1.0,,light,
2015-04-02 00:31:00,93.7,91.4,60,0,6.13,1.0,,light,
2015-04-02 00:32:00,93.7,91.4,60,0,6.11,1.0,,light,
2015-04-02 00:33:00,93.5,91.4,59,0,6.15,1.0,,light,
2015-04-02 00:34:00,93.4,91.4,60,0,6.13,1.0,,deep,
2015-04-02 00:35:00,93.4,91.4,60,0,6.18,1.0,,deep,
2015-04-02 00:36:00,93.4,91.4,61,0,6.18,1.0,,deep,
2015-04-02 00:37:00,93.4,91.4,61,0,6.23,1.0,,deep,
2015-04-02 00:38:00,93.4,91.4,61,0,6.27,1.0,,deep,
2015-04-02 00:39:00,93.4,91.4,60,0,6.28,1.0,,deep,
