datetime,skin_temp,air_temp,heartrate,steps,gsr,calories,act_type,sleep_type,toss_turn
2015-04-03 00:00:00,88.7,81.9,79,41,18.1,3.0,,,
2015-04-03 00:01:00,88.7,82.2,,0,18.2,1.9,,,
2015-04-03 00:02:00,88.6,82.6,,0,18.2,1.8,,,
2015-04-03 00:03:00,88.5,83.1,,0,18.3,1.8,,,
2015-04-03 00:04:00,88.7,83.5,87,0,18.3,1.8,,,
2015-04-03 00:05:00,89.0,84.0,,0,18.3,1.8,,,
2015-04-03 00:06:00,89.2,84.2,69,0,18.4,1.8,,,
2015-04-03 00:07:00,89.4,84.4,70,0,18.3,1.8,,,
2015-04-03 00:08:00,89.7,84.9,70,0,18.4,1.8,,,
2015-04-03 00:09:00,90.0,85.1,68,0,18.4,1.8,,,
2015-04-03 00:10:00,90.3,85.3,69,0,18.3,1.9,,,
2015-04-03 00:11:00,90.5,85.8,75,0,18.2,1.9,,,
2015-04-03 00:12:00,90.8,86.0,,0,18.3,1.8,,,
2015-04-03 00:13:00,91.0,86.2,68,0,18.5,1.8,,,
2015-04-03 00:14:00,91.2,86.7,72,0,18.4,1.8,,,
2015-04-03 00:15:00,91.4,86.9,66,0,18.5,1.8,,,
2015-04-03 00:16:00,91.4,86.9,68,0,18.6,1.9,,,
2015-04-03 00:17:00,91.6,86.9,73,34,18.3,2.7,,,
2015-04-03 00:18:00,91.5,86.4,79,35,18.4,2.6,,,
2015-04-03 00:19:00,91.3,85.5,81,24,18.4,2.4,,,
2015-04-03 00:20:00,90.9,84.4,81,36,18.3,2.7,,,
2015-04-03 00:21:00,90.5,83.3,,51,18.4,2.9,,,
2015-04-03 00:22:00,90.0,82.6,,80,18.3,4.1,walk,,
2015-04-03 00:23:00,89.6,82.2,,70,18.4,3.8,walk,,
2015-04-03 00:24:00,89.2,81.9,,55,18.4,3.4,walk,,
2015-04-03 00:25:00,88.9,81.7,,53,18.2,3.4,walk,,
2015-04-03 00:26:00,88.6,81.3,,69,18.3,3.8,walk,,
2015-04-03 00:27:00,88.2,80.8,,60,18.1,3.2,walk,,
2015-04-03 00:28:00,87.8,80.4,,37,17.8,3.1,walk,,
2015-04-03 00:29:00,87.5,79.9,,73,18.0,3.7,walk,,
2015-04-03 00:30:00,87.3,79.5,,60,17.9,3.7,walk,,
2015-04-03 00:31:00,87.0,79.2,81,50,17.9,3.1,walk,,
2015-04-03 00:32:00,86.7,79.5,81,30,17.9,2.6,walk,,
2015-04-03 00:33:00,86.7,79.5,76,70,18.0,3.7,walk,,
