datetime,skin_temp,air_temp,heartrate,steps,gsr,calories,act_type,sleep_type,toss_turn
2015-04-06 00:00:00,93.2,88.6,67,0,0.0035,1.4,,,
2015-04-06 00:01:00,93.0,88.1,65,0,0.00369,1.3,,,
2015-04-06 00:02:00,92.9,87.7,63,0,0.00401,1.4,,,
2015-04-06 00:03:00,92.8,87.3,63,0,0.00401,1.3,,,
2015-04-06 00:04:00,92.8,87.3,62,0,0.00375,1.4,,,
2015-04-06 00:05:00,92.7,87.5,64,0,0.00358,1.4,,,
2015-04-06 00:06:00,92.8,87.8,62,0,0.00348,1.5,,,
2015-04-06 00:07:00,92.8,87.9,62,0,0.00348,1.4,,,
2015-04-06 00:08:00,92.8,88.4,61,0,0.00378,1.5,,,
2015-04-06 00:09:00,92.9,88.8,63,0,0.00393,1.8,,,
2015-04-06 00:10:00,93.0,89.0,64,0,0.00351,1.2,,,
2015-04-06 00:11:00,93.0,88.7,62,0,0.00367,1.5,,,
2015-04-06 00:12:00,93.0,88.7,64,0,0.0037,1.7,,,
2015-04-06 00:13:00,93.0,88.6,64,0,0.00357,1.6,,,
2015-04-06 00:14:00,93.0,88.1,61,0,0.00378,1.4,,,
2015-04-06 00:15:00,92.8,87.7,61,0,0.00354,1.1,,,
2015-04-06 00:16:00,92.6,87.2,71,0,0.00344,1.7,,,
2015-04-06 00:17:00,92.3,86.9,60,0,0.00342,1.5,,,
2015-04-06 00:18:00,92.3,86.9,63,0,0.00356,1.2,,,
2015-04-06 00:19:00,92.3,87.0,62,0,0.00323,1.7,,,
2015-04-06 00:20:00,92.0,87.3,62,0,0.000735,1.8,,,
2015-04-06 00:21:00,91.9,87.2,62,0,0.000576,1.8,,,
2015-04-06 00:22:00,91.8,86.9,62,0,0.000582,1.8,,,
2015-04-06 00:23:00,91.8,86.9,61,0,0.000578,1.7,,,
2015-04-06 00:24:00,91.5,86.8,64,0,0.000603,1.8,,,
2015-04-06 00:25:00,91.3,86.4,56,0,0.000633,1.7,,,
2015-04-06 00:26:00,91.1,86.4,61,0,0.00062,1.5,,,
2015-04-06 00:27:00,90.9,86.4,58,0,0.000617,1.2,,,
2015-04-06 00:28:00,91.0,86.3,58,0,0.000608,1.3,,,
2015-04-06 00:29:00,91.0,86.0,60,0,0.000608,1.5,,,
2015-04-06 00:30:00,90.9,86.0,54,0,0.000613,1.3,,,
2015-04-06 00:31:00,90.9,86.0,55,0,0.000612,1.1,,,
2015-04-06 00:32:00,90.9,86.0,54,0,0.000608,1.2,,,
2015-04-06 00:33:00,91.0,86.0,56,0,0.000616,1.1,,,
2015-04-06 00:34:00,91.1,86.0,55,0,0.000624,1.5,,,
2015-04-06 00:35:00,91.2,86.1,58,0,0.000733,1.8,,,
2015-04-06 00:36:00,91.3,86.4,65,0,0.000779,2.0,,,
2015-04-06 00:37:00,91.4,86.6,60,0,0.000744,1.3,,,
2015-04-06 00:38:00,91.6,86.9,56,0,0.000728,1.1,,,
2015-04-06 00:39:00,91.6,87.0,58,0,0.000692,1.2,,,
2015-04-06 00:40:00,91.7,87.5,58,0,0.000736,1.4,,,
2015-04-06 00:41:00,91.8,87.8,57,0,0.000724,1.2,,light,
2015-04-06 00:42:00,91.8,87.9,55,0,0.000697,1.0,,light,
2015-04-06 00:43:00,91.8,88.2,55,0,0.000655,0.9,,light,
2015-04-06 00:44:00,91.9,88.4,55,0,0.000712,1.0,,light,
2015-04-06 00:45:00,92.0,88.7,56,0,0.000821,1.0,,light,
2015-04-06 00:46:00,92.1,88.8,55,0,0.000732,0.9,,light,
2015-04-06 00:47:00,92.2,89.2,56,0,0.000766,1.0,,light,
2015-04-06 00:48:00,92.3,89.3,57,0,0.00071,1.1,,light,
2015-04-06 00:49:00,92.4,89.6,55,0,0.000741,0.9,,light,
2015-04-06 00:50:00,92.5,89.6,56,0,0.000731,1.1,,light,
2015-04-06 00:51:00,92.5,89.7,54,0,0.000744,1.0,,light,
2015-04-06 00:52:00,92.7,90.1,55,0,0.000743,1.0,,light,
2015-04-06 00:53:00,92.8,90.2,54,0,0.000738,1.1,,light,
2015-04-06 00:54:00,93.0,90.5,55,0,0.000756,1.0,,light,
2015-04-06 00:55:00,93.0,90.6,55,0,0.000802,1.0,,light,
2015-04-06 00:56:00,93.2,90.9,54,0,0.000768,1.0,,light,
2015-04-06 00:57:00,93.3,91.1,56,0,0.000777,1.0,,light,
2015-04-06 00:58:00,93.4,91.4,55,0,0.000813,1.0,,light,
2015-04-06 00:59:00,93.5,91.5,55,0,0.00088,1.0,,light,
2015-04-06 01:00:00,93.7,91.8,55,0,0.000983,1.0,,light,
2015-04-06 01:01:00,93.7,91.8,54,0,0.00113,1.0,,light,
2015-04-06 01:02:00,93.9,92.0,55,0,0.00111,1.0,,light,
2015-04-06 01:03:00,93.9,92.2,59,0,0.00114,1.3,,light,
2015-04-06 01:04:00,94.1,91.6,58,0,0.00115,1.3,,light,toss_and_turn
2015-04-06 01:05:00,93.9,90.9,57,0,0.00129,1.2,,light,
2015-04-06 01:06:00,93.9,90.9,60,0,0.00162,1.0,,light,
2015-04-06 01:07:00,93.7,90.8,56,0,0.00118,1.5,,light,toss_and_turn
2015-04-06 01:08:00,93.6,90.4,61,0,0.000935,1.4,,light,
2015-04-06 01:09:00,93.4,90.1,56,0,0.000889,1.0,,light,
2015-04-06 01:10:00,93.4,90.1,56,0,0.000857,1.0,,light,
2015-04-06 01:11:00,93.4,90.1,51,0,0.000854,1.0,,light,
2015-04-06 01:12:00,93.3,90.2,52,0,0.000829,1.1,,light,
2015-04-06 01:13:00,93.3,90.5,53,0,0.000856,1.0,,light,
2015-04-06 01:14:00,93.4,90.5,51,0,0.000888,1.1,,light,
2015-04-06 01:15:00,93.4,90.5,52,0,0.000902,1.0,,light,
2015-04-06 01:16:00,93.4,90.5,53,0,0.000872,0.9,,light,
2015-04-06 01:17:00,93.4,90.5,53,0,0.000839,1.1,,light,
2015-04-06 01:18:00,93.3,90.5,52,0,0.000871,1.0,,light,
2015-04-06 01:19:00,93.2,90.5,54,0,0.000863,1.0,,light,
2015-04-06 01:20:00,93.2,90.5,55,0,0.00107,1.0,,light,toss_and_turn
2015-04-06 01:21:00,93.2,90.4,53,0,0.00105,1.2,,light,
2015-04-06 01:22:00,93.2,89.9,55,0,0.00104,1.0,,light,
2015-04-06 01:23:00,93.0,89.5,55,0,0.000996,1.0,,light,
2015-04-06 01:24:00,92.9,89.0,57,0,0.00103,1.0,,light,
2015-04-06 01:25:00,92.7,88.6,57,0,0.00102,1.0,,light,
2015-04-06 01:26:00,92.5,88.2,57,0,0.001,1.0,,light,
2015-04-06 01:27:00,92.4,88.1,57,0,0.00103,1.0,,light,
2015-04-06 01:28:00,92.3,87.8,60,0,0.00104,1.0,,light,
2015-04-06 01:29:00,92.1,87.7,59,0,0.00102,1.1,,light,
2015-04-06 01:30:00,92.1,87.3,57,0,0.000993,1.0,,light,
2015-04-06 01:31:00,92.0,87.3,56,0,0.00106,1.1,,light,
2015-04-06 01:32:00,91.9,87.3,60,0,0.00103,1.1,,light,
2015-04-06 01:33:00,92.1,87.3,55,0,0.001,1.1,,light,
2015-04-06 01:34:00,92.1,87.3,59,0,0.00104,1.0,,light,
2015-04-06 01:35:00,92.1,87.5,54,0,0.001,1.1,,light,
2015-04-06 01:36:00,92.3,87.8,53,0,0.00098,1.0,,light,
2015-04-06 01:37:00,92.2,87.9,53,0,0.00105,1.1,,light,
2015-04-06 01:38:00,92.3,88.2,55,0,0.00103,1.0,,light,
2015-04-06 01:39:00,92.3,88.2,55,0,0.00103,1.0,,light,
2015-04-06 01:40:00,92.5,88.4,54,0,0.00104,1.0,,light,
2015-04-06 01:41:00,92.6,88.7,57,0,0.00106,1.1,,light,
2015-04-06 01:42:00,92.8,88.8,55,0,0.00105,1.0,,light,
2015-04-06 01:43:00,92.8,89.2,54,0,0.00112,1.0,,light,
2015-04-06 01:44:00,93.0,89.2,55,0,0.00104,1.0,,light,
2015-04-06 01:45:00,93.0,89.2,54,0,0.000827,1.1,,light,
2015-04-06 01:46:00,93.0,89.2,55,0,0.000799,1.0,,light,
2015-04-06 01:47:00,93.0,89.2,55,0,0.000788,1.1,,deep,
2015-04-06 01:48:00,93.0,89.2,54,0,0.000822,1.0,,deep,
2015-04-06 01:49:00,93.0,89.2,55,0,0.000802,1.0,,deep,
2015-04-06 01:50:00,93.0,89.2,54,0,0.000803,1.0,,deep,
2015-04-06 01:51:00,93.0,89.2,54,0,0.00082,1.0,,deep,
2015-04-06 01:52:00,93.0,89.2,54,0,0.000814,1.0,,deep,
2015-04-06 01:53:00,93.0,89.2,54,0,0.000803,1.0,,deep,
2015-04-06 01:54:00,92.9,89.2,54,0,0.000803,1.0,,deep,
2015-04-06 01:55:00,92.8,89.2,54,0,0.000856,1.0,,deep,
2015-04-06 01:56:00,92.8,89.2,53,0,0.000857,1.0,,deep,
2015-04-06 01:57:00,92.8,89.2,53,0,0.000854,1.0,,deep,
2015-04-06 01:58:00,92.8,89.2,54,0,0.000836,0.9,,deep,
2015-04-06 01:59:00,92.8,89.2,53,0,0.000852,0.9,,deep,
2015-04-06 02:00:00,92.8,89.2,53,0,0.00086,1.0,,deep,
2015-04-06 02:01:00,92.8,89.2,54,0,0.000881,1.0,,deep,
2015-04-06 02:02:00,92.8,89.2,54,0,0.00126,1.2,,deep,
2015-04-06 02:03:00,92.8,89.2,54,0,0.00184,1.0,,deep,
2015-04-06 02:04:00,92.8,89.0,53,0,0.00188,1.0,,deep,
2015-04-06 02:05:00,92.8,88.7,54,0,0.00192,1.0,,deep,
2015-04-06 02:06:00,92.8,88.7,53,0,0.00197,1.0,,deep,
2015-04-06 02:07:00,92.8,88.6,53,0,0.00203,1.0,,deep,
2015-04-06 02:08:00,92.8,88.2,53,0,0.00212,1.0,,deep,
2015-04-06 02:09:00,92.7,88.2,53,0,0.00232,1.0,,deep,
2015-04-06 02:10:00,92.5,88.2,53,0,0.00225,1.0,,deep,
2015-04-06 02:11:00,92.5,88.2,53,0,0.00209,1.0,,deep,
2015-04-06 02:12:00,92.5,88.2,53,0,0.00225,1.0,,deep,
2015-04-06 02:13:00,92.5,88.2,53,0,0.00259,1.0,,deep,
2015-04-06 02:14:00,92.5,88.2,53,0,0.0024,1.0,,deep,
2015-04-06 02:15:00,92.4,88.2,53,0,0.00218,1.0,,deep,
2015-04-06 02:16:00,92.3,88.1,53,0,0.00226,1.0,,deep,
2015-04-06 02:17:00,92.3,87.8,53,0,0.0023,1.0,,deep,
2015-04-06 02:18:00,92.3,87.8,52,0,0.00251,1.0,,deep,
2015-04-06 02:19:00,92.3,87.8,53,0,0.00254,1.1,,deep,
2015-04-06 02:20:00,92.3,87.8,54,0,0.00294,1.0,,deep,
2015-04-06 02:21:00,92.3,87.8,53,0,0.00286,1.0,,deep,
2015-04-06 02:22:00,92.3,87.8,53,0,0.00332,1.0,,deep,
2015-04-06 02:23:00,92.2,87.7,53,0,0.00273,1.0,,deep,
2015-04-06 02:24:00,92.1,87.3,53,0,0.00364,1.0,,deep,
2015-04-06 02:25:00,92.1,87.3,53,0,0.0033,1.0,,deep,
2015-04-06 02:26:00,92.1,87.3,53,0,0.00299,1.0,,deep,
2015-04-06 02:27:00,92.1,87.3,53,0,0.00326,1.0,,deep,
