datetime,skin_temp,air_temp,heartrate,steps,gsr,calories,act_type,sleep_type,toss_turn
2015-04-08 00:00:00,97.0,99.5,64,0,0.00465,1.0,,deep,
2015-04-08 00:01:00,97.1,99.5,62,0,0.00307,1.0,,deep,
2015-04-08 00:02:00,97.2,99.5,64,0,0.00366,1.0,,deep,
2015-04-08 00:03:00,97.2,99.5,64,0,0.00345,1.0,,deep,
2015-04-08 00:04:00,97.2,99.5,65,0,0.00324,1.0,,deep,
2015-04-08 00:05:00,97.2,99.5,63,0,0.00344,1.0,,deep,
2015-04-08 00:06:00,97.2,99.5,64,0,0.00517,1.0,,deep,
2015-04-08 00:07:00,97.2,99.5,64,0,0.00327,1.0,,deep,
2015-04-08 00:08:00,97.2,99.5,65,0,0.00482,1.0,,deep,
2015-04-08 00:09:00,97.2,99.5,63,0,0.00401,1.0,,deep,
2015-04-08 00:10:00,97.2,99.5,65,0,0.00426,1.0,,deep,
2015-04-08 00:11:00,97.2,99.5,65,0,0.00186,1.0,,deep,
2015-04-08 00:12:00,97.2,99.5,65,0,0.00398,1.0,,deep,
2015-04-08 00:13:00,97.2,99.5,65,0,0.00228,1.0,,deep,
2015-04-08 00:14:00,97.2,99.5,65,0,0.00334,1.1,,deep,
2015-04-08 00:15:00,97.2,99.5,65,0,0.00386,1.0,,deep,
2015-04-08 00:16:00,97.2,99.5,65,0,0.00455,0.9,,deep,
2015-04-08 00:17:00,97.2,99.5,65,0,0.00151,1.1,,deep,
2015-04-08 00:18:00,97.2,99.5,67,0,0.00309,1.1,,deep,
2015-04-08 00:19:00,97.2,99.4,65,0,0.00401,1.0,,deep,
2015-04-08 00:20:00,97.2,99.1,66,0,0.00622,1.0,,deep,
2015-04-08 00:21:00,97.0,99.1,66,0,0.0043,1.0,,deep,
2015-04-08 00:22:00,97.0,99.1,66,0,0.00399,1.0,,deep,
2015-04-08 00:23:00,97.0,99.1,66,0,0.00359,1.0,,deep,
2015-04-08 00:24:00,97.0,99.1,65,0,0.00395,1.0,,deep,
2015-04-08 00:25:00,97.0,99.1,66,0,0.00363,1.1,,deep,
2015-04-08 00:26:00,97.0,99.1,67,0,0.00403,1.0,,deep,
2015-04-08 00:27:00,97.0,99.1,66,0,0.00469,1.0,,deep,
2015-04-08 00:28:00,97.0,99.1,67,0,0.00466,1.0,,deep,
2015-04-08 00:29:00,97.0,99.1,67,0,0.00453,1.0,,light,
