datetime,skin_temp,air_temp,heartrate,steps,gsr,calories,act_type,sleep_type,toss_turn
2015-04-05 00:00:00,94.3,92.3,63,0,0.125,1.0,,,
2015-04-05 00:01:00,94.3,92.3,64,0,0.118,1.0,,,
2015-04-05 00:02:00,94.3,92.3,65,0,0.129,1.1,,,
2015-04-05 00:03:00,94.1,91.9,62,0,0.129,1.0,,,
2015-04-05 00:04:00,94.1,91.4,73,0,0.125,1.4,,,
2015-04-05 00:05:00,93.9,91.0,64,0,0.113,1.5,,,
2015-04-05 00:06:00,93.7,90.5,62,0,0.125,1.4,,,
2015-04-05 00:07:00,93.4,90.1,60,0,0.119,1.5,,,
2015-04-05 00:08:00,93.1,89.2,61,0,0.115,1.3,,,
2015-04-05 00:09:00,92.9,88.7,58,0,0.126,1.3,,,
2015-04-05 00:10:00,92.6,88.3,56,0,0.13,1.0,,,
2015-04-05 00:11:00,92.3,87.4,56,0,0.126,1.1,,,
2015-04-05 00:12:00,92.1,86.9,57,0,0.129,1.2,,,
2015-04-05 00:13:00,91.8,86.9,58,0,0.126,1.1,,,
2015-04-05 00:14:00,91.7,86.9,57,0,0.129,1.1,,,
2015-04-05 00:15:00,91.6,87.3,61,0,0.124,1.0,,,
2015-04-05 00:16:00,91.6,87.3,61,0,0.133,1.2,,,
2015-04-05 00:17:00,91.5,87.3,62,0,0.134,1.1,,,
2015-04-05 00:18:00,91.5,87.3,62,0,0.138,1.0,,,
2015-04-05 00:19:00,91.5,87.8,63,0,0.133,1.0,,,
2015-04-05 00:20:00,91.6,87.8,64,0,0.135,1.5,,,
2015-04-05 00:21:00,91.6,87.8,66,0,0.142,1.7,,,
2015-04-05 00:22:00,91.8,88.7,69,0,0.151,1.7,,,
2015-04-05 00:23:00,91.8,88.3,69,0,0.152,1.9,,,
2015-04-05 00:24:00,92.0,88.2,70,0,0.177,1.7,,,
2015-04-05 00:25:00,92.1,88.2,67,0,0.179,1.3,,,
2015-04-05 00:26:00,92.1,88.2,61,0,0.171,1.2,,light,
2015-04-05 00:27:00,92.1,88.7,60,0,0.177,1.0,,light,
2015-04-05 00:28:00,92.3,89.1,60,0,0.178,1.1,,light,
2015-04-05 00:29:00,92.3,89.6,60,0,0.179,1.0,,light,
2015-04-05 00:30:00,92.5,90.0,59,0,0.179,1.0,,light,
2015-04-05 00:31:00,92.7,90.5,60,0,0.19,1.0,,light,
2015-04-05 00:32:00,92.8,90.9,60,0,0.18,1.0,,light,
2015-04-05 00:33:00,93.0,90.9,60,0,0.2,1.0,,light,
2015-04-05 00:34:00,93.2,91.4,60,0,0.183,1.1,,light,
2015-04-05 00:35:00,93.4,91.4,61,0,0.2,1.0,,light,
2015-04-05 00:36:00,93.5,91.8,61,0,0.199,1.0,,light,
